user_id,signup_date,platform_type,geo,subscription_type,language_L1,language_L2,motivation_type,daily_active_date,session_duration,engagement_type
user_106,2025-04-13,Android,UK,6M,Spanish,German,Education,2025-05-20,19,New
user_106,2025-04-13,Android,UK,6M,Spanish,German,Education,2025-05-08,26,Retained
user_106,2025-04-13,Android,UK,6M,Spanish,German,Education,2025-05-16,54,Retained
user_106,2025-04-13,Android,UK,6M,Spanish,German,Education,2025-04-18,15,Retained
user_106,2025-04-13,Android,UK,6M,Spanish,German,Education,2025-05-08,9,Retained
user_106,2025-04-13,Android,UK,6M,Spanish,German,Education,2025-06-07,37,Retained
user_106,2025-04-13,Android,UK,6M,Spanish,German,Education,2025-05-02,45,Retained
user_106,2025-04-13,Android,UK,6M,Spanish,German,Education,2025-05-30,12,New
user_106,2025-04-13,Android,UK,6M,Spanish,German,Education,2025-05-04,38,Retained
user_107,2025-06-04,Android,US,6M,English,Italian,Travel,2025-07-31,46,Retained
user_107,2025-06-04,Android,US,6M,English,Italian,Travel,2025-07-23,57,Retained
user_107,2025-06-04,Android,US,6M,English,Italian,Travel,2025-06-26,14,Retained
user_107,2025-06-04,Android,US,6M,English,Italian,Travel,2025-06-26,20,Retained
user_107,2025-06-04,Android,US,6M,English,Italian,Travel,2025-07-20,11,Retained
user_107,2025-06-04,Android,US,6M,English,Italian,Travel,2025-07-26,14,Retained
user_108,2025-04-27,Android,Brazil,3M,Hindi,Japanese,Travel,2025-05-09,9,Retained
user_108,2025-04-27,Android,Brazil,3M,Hindi,Japanese,Travel,2025-05-08,16,New
user_108,2025-04-27,Android,Brazil,3M,Hindi,Japanese,Travel,2025-06-04,54,Retained
user_108,2025-04-27,Android,Brazil,3M,Hindi,Japanese,Travel,2025-05-06,45,New
user_108,2025-04-27,Android,Brazil,3M,Hindi,Japanese,Travel,2025-06-14,36,Retained
user_108,2025-04-27,Android,Brazil,3M,Hindi,Japanese,Travel,2025-06-14,34,Retained
user_108,2025-04-27,Android,Brazil,3M,Hindi,Japanese,Travel,2025-06-07,53,New
user_109,2025-01-26,Android,Germany,12M,Hindi,Spanish,Education,2025-03-10,25,New
user_109,2025-01-26,Android,Germany,12M,Hindi,Spanish,Education,2025-03-26,14,New
user_109,2025-01-26,Android,Germany,12M,Hindi,Spanish,Education,2025-03-23,33,Retained
user_109,2025-01-26,Android,Germany,12M,Hindi,Spanish,Education,2025-03-03,9,Retained
user_109,2025-01-26,Android,Germany,12M,Hindi,Spanish,Education,2025-03-08,35,Retained
user_109,2025-01-26,Android,Germany,12M,Hindi,Spanish,Education,2025-03-07,33,Retained
user_109,2025-01-26,Android,Germany,12M,Hindi,Spanish,Education,2025-03-06,45,Retained
user_109,2025-01-26,Android,Germany,12M,Hindi,Spanish,Education,2025-02-15,24,Retained
user_109,2025-01-26,Android,Germany,12M,Hindi,Spanish,Education,2025-03-22,55,Retained
user_109,2025-01-26,Android,Germany,12M,Hindi,Spanish,Education,2025-03-07,22,Retained
user_110,2025-04-01,iOS,Germany,3M,Portuguese,German,Travel,2025-04-23,24,Retained
user_110,2025-04-01,iOS,Germany,3M,Portuguese,German,Travel,2025-05-03,34,New
user_110,2025-04-01,iOS,Germany,3M,Portuguese,German,Travel,2025-04-05,33,Retained
user_111,2025-04-27,Android,Brazil,6M,Portuguese,Spanish,Hobby,2025-04-30,23,Retained
user_111,2025-04-27,Android,Brazil,6M,Portuguese,Spanish,Hobby,2025-05-20,9,New
user_111,2025-04-27,Android,Brazil,6M,Portuguese,Spanish,Hobby,2025-06-19,46,Retained
user_112,2025-01-04,iOS,UK,12M,Portuguese,Italian,Hobby,2025-02-12,34,New
user_112,2025-01-04,iOS,UK,12M,Portuguese,Italian,Hobby,2025-02-11,42,New
user_112,2025-01-04,iOS,UK,12M,Portuguese,Italian,Hobby,2025-02-05,40,Retained
user_112,2025-01-04,iOS,UK,12M,Portuguese,Italian,Hobby,2025-01-28,55,New
user_113,2025-02-13,Android,Germany,6M,Spanish,Spanish,Travel,2025-03-13,41,Retained
user_113,2025-02-13,Android,Germany,6M,Spanish,Spanish,Travel,2025-04-12,46,Retained
user_113,2025-02-13,Android,Germany,6M,Spanish,Spanish,Travel,2025-04-05,17,New
user_114,2025-03-11,Android,UK,3M,Hindi,French,Hobby,2025-04-18,58,Retained
user_114,2025-03-11,Android,UK,3M,Hindi,French,Hobby,2025-04-10,26,New
user_114,2025-03-11,Android,UK,3M,Hindi,French,Hobby,2025-04-12,50,Retained
user_114,2025-03-11,Android,UK,3M,Hindi,French,Hobby,2025-03-20,10,Retained
user_114,2025-03-11,Android,UK,3M,Hindi,French,Hobby,2025-03-14,37,New
user_114,2025-03-11,Android,UK,3M,Hindi,French,Hobby,2025-04-08,46,New
user_114,2025-03-11,Android,UK,3M,Hindi,French,Hobby,2025-03-17,16,Retained
user_114,2025-03-11,Android,UK,3M,Hindi,French,Hobby,2025-05-01,7,Retained
user_115,2025-01-07,iOS,Germany,12M,Spanish,German,Career,2025-02-21,15,New
user_115,2025-01-07,iOS,Germany,12M,Spanish,German,Career,2025-02-04,28,Retained
user_115,2025-01-07,iOS,Germany,12M,Spanish,German,Career,2025-02-04,28,Retained
user_115,2025-01-07,iOS,Germany,12M,Spanish,German,Career,2025-02-09,23,Retained
user_115,2025-01-07,iOS,Germany,12M,Spanish,German,Career,2025-02-09,29,Retained
user_115,2025-01-07,iOS,Germany,12M,Spanish,German,Career,2025-02-15,31,Retained
user_116,2025-02-23,Android,Germany,6M,English,Spanish,Education,2025-04-07,26,Retained
user_116,2025-02-23,Android,Germany,6M,English,Spanish,Education,2025-04-02,11,Retained
user_116,2025-02-23,Android,Germany,6M,English,Spanish,Education,2025-02-26,40,Retained
user_116,2025-02-23,Android,Germany,6M,English,Spanish,Education,2025-04-14,48,New
user_116,2025-02-23,Android,Germany,6M,English,Spanish,Education,2025-04-04,29,Retained
user_116,2025-02-23,Android,Germany,6M,English,Spanish,Education,2025-04-05,23,Retained
user_116,2025-02-23,Android,Germany,6M,English,Spanish,Education,2025-03-16,21,Retained
user_116,2025-02-23,Android,Germany,6M,English,Spanish,Education,2025-02-27,51,Retained
user_117,2025-05-15,iOS,India,3M,Portuguese,Italian,Career,2025-06-05,27,Retained
user_117,2025-05-15,iOS,India,3M,Portuguese,Italian,Career,2025-05-20,24,Retained
user_117,2025-05-15,iOS,India,3M,Portuguese,Italian,Career,2025-06-21,46,Retained
user_117,2025-05-15,iOS,India,3M,Portuguese,Italian,Career,2025-06-26,49,Retained
user_117,2025-05-15,iOS,India,3M,Portuguese,Italian,Career,2025-05-24,47,New
user_118,2025-04-14,Android,Germany,3M,Spanish,Italian,Education,2025-04-22,55,Retained
user_118,2025-04-14,Android,Germany,3M,Spanish,Italian,Education,2025-05-22,26,Retained
user_118,2025-04-14,Android,Germany,3M,Spanish,Italian,Education,2025-05-29,57,New
user_118,2025-04-14,Android,Germany,3M,Spanish,Italian,Education,2025-06-13,13,Retained
user_118,2025-04-14,Android,Germany,3M,Spanish,Italian,Education,2025-04-19,47,Retained
user_118,2025-04-14,Android,Germany,3M,Spanish,Italian,Education,2025-05-03,49,Retained
user_118,2025-04-14,Android,Germany,3M,Spanish,Italian,Education,2025-05-19,58,New
user_118,2025-04-14,Android,Germany,3M,Spanish,Italian,Education,2025-05-08,52,New
user_118,2025-04-14,Android,Germany,3M,Spanish,Italian,Education,2025-05-25,48,Retained
user_119,2025-05-16,Android,US,6M,Spanish,Spanish,Travel,2025-06-26,28,New
user_119,2025-05-16,Android,US,6M,Spanish,Spanish,Travel,2025-06-27,6,Retained
user_119,2025-05-16,Android,US,6M,Spanish,Spanish,Travel,2025-06-12,28,Retained
user_119,2025-05-16,Android,US,6M,Spanish,Spanish,Travel,2025-06-17,24,New
user_120,2025-04-18,iOS,Brazil,6M,English,Italian,Career,2025-06-17,36,Retained
user_120,2025-04-18,iOS,Brazil,6M,English,Italian,Career,2025-05-01,17,Retained
user_120,2025-04-18,iOS,Brazil,6M,English,Italian,Career,2025-05-09,19,Retained
user_120,2025-04-18,iOS,Brazil,6M,English,Italian,Career,2025-06-17,13,Retained
user_120,2025-04-18,iOS,Brazil,6M,English,Italian,Career,2025-06-06,14,Retained
user_121,2025-01-28,Android,Brazil,6M,German,Japanese,Travel,2025-02-15,37,Retained
user_121,2025-01-28,Android,Brazil,6M,German,Japanese,Travel,2025-03-23,54,Retained
user_121,2025-01-28,Android,Brazil,6M,German,Japanese,Travel,2025-03-19,39,Retained
user_121,2025-01-28,Android,Brazil,6M,German,Japanese,Travel,2025-02-03,58,Retained
user_122,2025-02-03,iOS,UK,12M,Hindi,Japanese,Travel,2025-03-17,54,Retained
user_122,2025-02-03,iOS,UK,12M,Hindi,Japanese,Travel,2025-02-24,44,Retained
user_122,2025-02-03,iOS,UK,12M,Hindi,Japanese,Travel,2025-03-31,13,Retained
user_123,2025-04-14,Android,Germany,6M,German,Japanese,Education,2025-04-23,15,New
user_123,2025-04-14,Android,Germany,6M,German,Japanese,Education,2025-04-24,51,Retained
user_123,2025-04-14,Android,Germany,6M,German,Japanese,Education,2025-04-25,33,New
user_123,2025-04-14,Android,Germany,6M,German,Japanese,Education,2025-06-06,7,Retained
user_123,2025-04-14,Android,Germany,6M,German,Japanese,Education,2025-05-28,31,Retained
user_123,2025-04-14,Android,Germany,6M,German,Japanese,Education,2025-06-02,28,Retained
user_123,2025-04-14,Android,Germany,6M,German,Japanese,Education,2025-05-23,48,Retained
user_123,2025-04-14,Android,Germany,6M,German,Japanese,Education,2025-06-04,51,Retained
user_123,2025-04-14,Android,Germany,6M,German,Japanese,Education,2025-06-10,20,Retained
user_124,2025-01-22,iOS,US,3M,Portuguese,French,Education,2025-03-02,56,Retained
user_124,2025-01-22,iOS,US,3M,Portuguese,French,Education,2025-02-09,55,Retained
user_124,2025-01-22,iOS,US,3M,Portuguese,French,Education,2025-03-11,35,Retained
user_124,2025-01-22,iOS,US,3M,Portuguese,French,Education,2025-03-10,58,Retained
user_124,2025-01-22,iOS,US,3M,Portuguese,French,Education,2025-03-13,17,New
user_124,2025-01-22,iOS,US,3M,Portuguese,French,Education,2025-02-19,28,Retained
user_124,2025-01-22,iOS,US,3M,Portuguese,French,Education,2025-02-05,48,Retained
user_124,2025-01-22,iOS,US,3M,Portuguese,French,Education,2025-02-25,41,Retained
user_124,2025-01-22,iOS,US,3M,Portuguese,French,Education,2025-02-06,33,New
user_124,2025-01-22,iOS,US,3M,Portuguese,French,Education,2025-02-10,34,Retained
user_125,2025-03-03,iOS,UK,3M,Spanish,Spanish,Education,2025-04-21,17,New
user_125,2025-03-03,iOS,UK,3M,Spanish,Spanish,Education,2025-03-27,56,Retained
user_125,2025-03-03,iOS,UK,3M,Spanish,Spanish,Education,2025-04-04,43,Retained
user_125,2025-03-03,iOS,UK,3M,Spanish,Spanish,Education,2025-04-05,13,Retained
user_125,2025-03-03,iOS,UK,3M,Spanish,Spanish,Education,2025-03-29,60,New
user_125,2025-03-03,iOS,UK,3M,Spanish,Spanish,Education,2025-03-13,21,Retained
user_125,2025-03-03,iOS,UK,3M,Spanish,Spanish,Education,2025-04-24,8,Retained
user_126,2025-01-22,Android,India,3M,English,French,Career,2025-03-18,23,Retained
user_126,2025-01-22,Android,India,3M,English,French,Career,2025-02-14,10,Retained
user_126,2025-01-22,Android,India,3M,English,French,Career,2025-02-26,53,New
user_126,2025-01-22,Android,India,3M,English,French,Career,2025-03-22,15,Retained
user_126,2025-01-22,Android,India,3M,English,French,Career,2025-01-28,22,Retained
user_126,2025-01-22,Android,India,3M,English,French,Career,2025-03-08,33,Retained
user_126,2025-01-22,Android,India,3M,English,French,Career,2025-03-17,37,New
user_126,2025-01-22,Android,India,3M,English,French,Career,2025-02-24,14,Retained
user_126,2025-01-22,Android,India,3M,English,French,Career,2025-03-17,58,Retained
user_126,2025-01-22,Android,India,3M,English,French,Career,2025-01-29,32,Retained
user_127,2025-03-10,Android,UK,6M,English,Italian,Hobby,2025-05-09,33,New
user_127,2025-03-10,Android,UK,6M,English,Italian,Hobby,2025-05-07,27,Retained
user_127,2025-03-10,Android,UK,6M,English,Italian,Hobby,2025-03-24,6,New
user_127,2025-03-10,Android,UK,6M,English,Italian,Hobby,2025-05-01,31,Retained
user_128,2025-03-20,iOS,UK,Free Trial,Hindi,French,Education,2025-04-14,20,New
user_128,2025-03-20,iOS,UK,Free Trial,Hindi,French,Education,2025-04-21,29,Retained
user_128,2025-03-20,iOS,UK,Free Trial,Hindi,French,Education,2025-04-12,10,Retained
user_129,2025-04-25,Android,Germany,6M,German,Italian,Education,2025-05-09,26,Retained
user_129,2025-04-25,Android,Germany,6M,German,Italian,Education,2025-04-26,55,New
user_129,2025-04-25,Android,Germany,6M,German,Italian,Education,2025-05-15,14,Retained
user_129,2025-04-25,Android,Germany,6M,German,Italian,Education,2025-06-23,13,Retained
user_129,2025-04-25,Android,Germany,6M,German,Italian,Education,2025-05-01,7,Retained
user_129,2025-04-25,Android,Germany,6M,German,Italian,Education,2025-06-17,23,Retained
user_129,2025-04-25,Android,Germany,6M,German,Italian,Education,2025-06-09,58,New
user_129,2025-04-25,Android,Germany,6M,German,Italian,Education,2025-06-05,35,Retained
user_130,2025-05-16,Android,India,6M,Hindi,Italian,Career,2025-07-03,5,New
user_130,2025-05-16,Android,India,6M,Hindi,Italian,Career,2025-06-30,10,Retained
user_130,2025-05-16,Android,India,6M,Hindi,Italian,Career,2025-06-15,6,New
user_130,2025-05-16,Android,India,6M,Hindi,Italian,Career,2025-06-13,21,Retained
user_130,2025-05-16,Android,India,6M,Hindi,Italian,Career,2025-06-24,18,Retained
user_131,2025-02-10,Android,UK,12M,Spanish,German,Education,2025-03-17,32,Retained
user_131,2025-02-10,Android,UK,12M,Spanish,German,Education,2025-04-11,12,Retained
user_131,2025-02-10,Android,UK,12M,Spanish,German,Education,2025-03-28,54,Retained
user_131,2025-02-10,Android,UK,12M,Spanish,German,Education,2025-03-20,23,Retained
user_131,2025-02-10,Android,UK,12M,Spanish,German,Education,2025-03-15,20,New
user_132,2025-02-14,iOS,US,3M,Hindi,Japanese,Career,2025-02-21,34,Retained
user_132,2025-02-14,iOS,US,3M,Hindi,Japanese,Career,2025-02-17,9,New
user_132,2025-02-14,iOS,US,3M,Hindi,Japanese,Career,2025-03-01,12,Retained
user_132,2025-02-14,iOS,US,3M,Hindi,Japanese,Career,2025-03-12,58,Retained
user_132,2025-02-14,iOS,US,3M,Hindi,Japanese,Career,2025-03-26,36,Retained
user_132,2025-02-14,iOS,US,3M,Hindi,Japanese,Career,2025-04-05,43,New
user_132,2025-02-14,iOS,US,3M,Hindi,Japanese,Career,2025-03-25,39,Retained
user_133,2025-05-28,iOS,US,12M,English,Italian,Travel,2025-07-07,20,Retained
user_133,2025-05-28,iOS,US,12M,English,Italian,Travel,2025-06-29,50,Retained
user_133,2025-05-28,iOS,US,12M,English,Italian,Travel,2025-07-03,14,Retained
user_134,2025-06-08,iOS,Brazil,3M,English,German,Education,2025-07-05,16,Retained
user_134,2025-06-08,iOS,Brazil,3M,English,German,Education,2025-06-08,47,New
user_134,2025-06-08,iOS,Brazil,3M,English,German,Education,2025-07-17,47,Retained
user_134,2025-06-08,iOS,Brazil,3M,English,German,Education,2025-06-30,10,Retained
user_134,2025-06-08,iOS,Brazil,3M,English,German,Education,2025-06-23,38,New
user_134,2025-06-08,iOS,Brazil,3M,English,German,Education,2025-07-14,28,New
user_134,2025-06-08,iOS,Brazil,3M,English,German,Education,2025-07-04,9,New
user_135,2025-05-23,iOS,India,12M,Portuguese,Japanese,Education,2025-06-16,7,Retained
user_135,2025-05-23,iOS,India,12M,Portuguese,Japanese,Education,2025-07-17,45,Retained
user_135,2025-05-23,iOS,India,12M,Portuguese,Japanese,Education,2025-06-22,29,New
user_136,2025-05-12,iOS,India,3M,Portuguese,Italian,Travel,2025-05-28,51,Retained
user_136,2025-05-12,iOS,India,3M,Portuguese,Italian,Travel,2025-06-28,47,New
user_136,2025-05-12,iOS,India,3M,Portuguese,Italian,Travel,2025-05-13,45,Retained
user_136,2025-05-12,iOS,India,3M,Portuguese,Italian,Travel,2025-06-03,11,New
user_136,2025-05-12,iOS,India,3M,Portuguese,Italian,Travel,2025-07-01,54,Retained
user_136,2025-05-12,iOS,India,3M,Portuguese,Italian,Travel,2025-05-16,42,Retained
user_136,2025-05-12,iOS,India,3M,Portuguese,Italian,Travel,2025-06-03,52,Retained
user_136,2025-05-12,iOS,India,3M,Portuguese,Italian,Travel,2025-05-27,53,Retained
user_137,2025-01-11,iOS,Brazil,3M,Spanish,Italian,Travel,2025-01-19,58,Retained
user_137,2025-01-11,iOS,Brazil,3M,Spanish,Italian,Travel,2025-01-13,54,Retained
user_137,2025-01-11,iOS,Brazil,3M,Spanish,Italian,Travel,2025-02-02,48,New
user_137,2025-01-11,iOS,Brazil,3M,Spanish,Italian,Travel,2025-02-14,34,New
user_137,2025-01-11,iOS,Brazil,3M,Spanish,Italian,Travel,2025-02-01,49,Retained
user_137,2025-01-11,iOS,Brazil,3M,Spanish,Italian,Travel,2025-03-04,35,New
user_137,2025-01-11,iOS,Brazil,3M,Spanish,Italian,Travel,2025-02-21,45,New
user_137,2025-01-11,iOS,Brazil,3M,Spanish,Italian,Travel,2025-01-22,16,Retained
user_138,2025-05-11,iOS,UK,6M,German,French,Travel,2025-05-15,7,Retained
user_138,2025-05-11,iOS,UK,6M,German,French,Travel,2025-06-25,23,Retained
user_138,2025-05-11,iOS,UK,6M,German,French,Travel,2025-06-29,17,New
user_138,2025-05-11,iOS,UK,6M,German,French,Travel,2025-07-10,7,New
user_138,2025-05-11,iOS,UK,6M,German,French,Travel,2025-06-09,55,Retained
user_139,2024-12-28,iOS,India,3M,Hindi,French,Education,2025-02-22,30,New
user_139,2024-12-28,iOS,India,3M,Hindi,French,Education,2024-12-30,57,New
user_139,2024-12-28,iOS,India,3M,Hindi,French,Education,2025-01-17,39,Retained
user_139,2024-12-28,iOS,India,3M,Hindi,French,Education,2025-02-25,35,Retained
user_139,2024-12-28,iOS,India,3M,Hindi,French,Education,2025-01-16,21,Retained
user_139,2024-12-28,iOS,India,3M,Hindi,French,Education,2025-01-29,7,New
user_140,2025-03-04,iOS,US,3M,Spanish,Japanese,Hobby,2025-03-22,46,New
user_140,2025-03-04,iOS,US,3M,Spanish,Japanese,Hobby,2025-03-26,26,Retained
user_140,2025-03-04,iOS,US,3M,Spanish,Japanese,Hobby,2025-04-28,22,New
user_140,2025-03-04,iOS,US,3M,Spanish,Japanese,Hobby,2025-04-22,12,Retained
user_140,2025-03-04,iOS,US,3M,Spanish,Japanese,Hobby,2025-03-07,56,Retained
user_140,2025-03-04,iOS,US,3M,Spanish,Japanese,Hobby,2025-04-28,28,Retained
user_141,2025-01-19,Android,US,6M,Portuguese,Italian,Hobby,2025-03-16,49,Retained
user_141,2025-01-19,Android,US,6M,Portuguese,Italian,Hobby,2025-02-13,36,New
user_141,2025-01-19,Android,US,6M,Portuguese,Italian,Hobby,2025-03-07,28,Retained
user_141,2025-01-19,Android,US,6M,Portuguese,Italian,Hobby,2025-02-16,56,Retained
user_141,2025-01-19,Android,US,6M,Portuguese,Italian,Hobby,2025-03-17,38,Retained
user_141,2025-01-19,Android,US,6M,Portuguese,Italian,Hobby,2025-02-12,22,New
user_141,2025-01-19,Android,US,6M,Portuguese,Italian,Hobby,2025-02-09,56,New
user_141,2025-01-19,Android,US,6M,Portuguese,Italian,Hobby,2025-01-30,10,Retained
user_141,2025-01-19,Android,US,6M,Portuguese,Italian,Hobby,2025-02-19,51,Retained
user_142,2025-06-04,iOS,Germany,6M,Hindi,Spanish,Hobby,2025-06-09,10,Retained
user_142,2025-06-04,iOS,Germany,6M,Hindi,Spanish,Hobby,2025-07-01,25,New
user_142,2025-06-04,iOS,Germany,6M,Hindi,Spanish,Hobby,2025-07-12,47,Retained
user_142,2025-06-04,iOS,Germany,6M,Hindi,Spanish,Hobby,2025-07-26,23,Retained
user_142,2025-06-04,iOS,Germany,6M,Hindi,Spanish,Hobby,2025-06-15,24,Retained
user_142,2025-06-04,iOS,Germany,6M,Hindi,Spanish,Hobby,2025-07-08,33,Retained
user_142,2025-06-04,iOS,Germany,6M,Hindi,Spanish,Hobby,2025-06-22,43,New
user_142,2025-06-04,iOS,Germany,6M,Hindi,Spanish,Hobby,2025-06-24,50,Retained
user_142,2025-06-04,iOS,Germany,6M,Hindi,Spanish,Hobby,2025-06-10,32,New
user_143,2025-03-14,Android,India,6M,Portuguese,French,Education,2025-04-27,51,Retained
user_143,2025-03-14,Android,India,6M,Portuguese,French,Education,2025-04-11,60,Retained
user_143,2025-03-14,Android,India,6M,Portuguese,French,Education,2025-04-05,27,Retained
user_143,2025-03-14,Android,India,6M,Portuguese,French,Education,2025-04-11,44,Retained
user_143,2025-03-14,Android,India,6M,Portuguese,French,Education,2025-03-16,32,New
user_144,2025-03-15,Android,UK,6M,Hindi,Japanese,Travel,2025-04-24,30,Retained
user_144,2025-03-15,Android,UK,6M,Hindi,Japanese,Travel,2025-05-04,28,Retained
user_144,2025-03-15,Android,UK,6M,Hindi,Japanese,Travel,2025-05-14,37,New
user_144,2025-03-15,Android,UK,6M,Hindi,Japanese,Travel,2025-03-18,56,New
user_144,2025-03-15,Android,UK,6M,Hindi,Japanese,Travel,2025-03-19,52,Retained
user_144,2025-03-15,Android,UK,6M,Hindi,Japanese,Travel,2025-04-26,48,New
user_144,2025-03-15,Android,UK,6M,Hindi,Japanese,Travel,2025-04-24,15,Retained
user_145,2025-01-19,Android,Brazil,6M,German,Italian,Education,2025-01-28,48,Retained
user_145,2025-01-19,Android,Brazil,6M,German,Italian,Education,2025-03-14,55,Retained
user_145,2025-01-19,Android,Brazil,6M,German,Italian,Education,2025-02-26,33,New
user_146,2025-02-21,iOS,Brazil,3M,Spanish,Italian,Travel,2025-03-01,54,Retained
user_146,2025-02-21,iOS,Brazil,3M,Spanish,Italian,Travel,2025-02-25,46,Retained
user_146,2025-02-21,iOS,Brazil,3M,Spanish,Italian,Travel,2025-03-08,28,New
user_147,2025-02-05,iOS,UK,3M,Hindi,Spanish,Education,2025-03-01,28,Retained
user_147,2025-02-05,iOS,UK,3M,Hindi,Spanish,Education,2025-04-06,28,Retained
user_147,2025-02-05,iOS,UK,3M,Hindi,Spanish,Education,2025-03-13,33,Retained
user_147,2025-02-05,iOS,UK,3M,Hindi,Spanish,Education,2025-02-07,53,New
user_147,2025-02-05,iOS,UK,3M,Hindi,Spanish,Education,2025-03-15,9,Retained
user_147,2025-02-05,iOS,UK,3M,Hindi,Spanish,Education,2025-02-14,41,New
user_147,2025-02-05,iOS,UK,3M,Hindi,Spanish,Education,2025-03-20,13,New
user_147,2025-02-05,iOS,UK,3M,Hindi,Spanish,Education,2025-03-05,38,Retained
user_148,2025-04-17,iOS,Germany,3M,English,Japanese,Education,2025-05-12,16,Retained
user_148,2025-04-17,iOS,Germany,3M,English,Japanese,Education,2025-05-07,36,New
user_148,2025-04-17,iOS,Germany,3M,English,Japanese,Education,2025-05-28,38,New
user_148,2025-04-17,iOS,Germany,3M,English,Japanese,Education,2025-05-04,29,New
user_148,2025-04-17,iOS,Germany,3M,English,Japanese,Education,2025-05-02,40,New
user_148,2025-04-17,iOS,Germany,3M,English,Japanese,Education,2025-04-24,12,New
user_148,2025-04-17,iOS,Germany,3M,English,Japanese,Education,2025-04-18,21,New
user_148,2025-04-17,iOS,Germany,3M,English,Japanese,Education,2025-06-03,54,Retained
user_149,2025-01-30,iOS,Brazil,12M,English,Italian,Travel,2025-03-16,36,Retained
user_149,2025-01-30,iOS,Brazil,12M,English,Italian,Travel,2025-02-27,17,Retained
user_149,2025-01-30,iOS,Brazil,12M,English,Italian,Travel,2025-02-12,12,Retained
user_149,2025-01-30,iOS,Brazil,12M,English,Italian,Travel,2025-03-10,13,New
user_149,2025-01-30,iOS,Brazil,12M,English,Italian,Travel,2025-02-17,59,Retained
user_149,2025-01-30,iOS,Brazil,12M,English,Italian,Travel,2025-03-15,9,Retained
user_149,2025-01-30,iOS,Brazil,12M,English,Italian,Travel,2025-03-29,33,Retained
user_150,2025-06-18,Android,India,6M,Hindi,French,Hobby,2025-08-14,48,Retained
user_150,2025-06-18,Android,India,6M,Hindi,French,Hobby,2025-08-02,59,Retained
user_150,2025-06-18,Android,India,6M,Hindi,French,Hobby,2025-07-16,25,Retained
user_150,2025-06-18,Android,India,6M,Hindi,French,Hobby,2025-06-23,47,New
user_150,2025-06-18,Android,India,6M,Hindi,French,Hobby,2025-08-08,27,Retained
user_151,2024-12-28,iOS,Germany,3M,Hindi,Spanish,Travel,2025-02-01,24,Retained
user_151,2024-12-28,iOS,Germany,3M,Hindi,Spanish,Travel,2025-01-31,59,Retained
user_151,2024-12-28,iOS,Germany,3M,Hindi,Spanish,Travel,2025-01-15,15,Retained
user_151,2024-12-28,iOS,Germany,3M,Hindi,Spanish,Travel,2025-02-23,50,New
user_152,2025-05-22,iOS,India,3M,Hindi,Japanese,Career,2025-07-11,17,Retained
user_152,2025-05-22,iOS,India,3M,Hindi,Japanese,Career,2025-06-14,55,Retained
user_152,2025-05-22,iOS,India,3M,Hindi,Japanese,Career,2025-06-23,13,Retained
user_152,2025-05-22,iOS,India,3M,Hindi,Japanese,Career,2025-06-05,20,Retained
user_152,2025-05-22,iOS,India,3M,Hindi,Japanese,Career,2025-05-29,55,New
user_153,2024-12-28,iOS,US,12M,English,Spanish,Career,2024-12-29,10,Retained
user_153,2024-12-28,iOS,US,12M,English,Spanish,Career,2025-01-20,9,Retained
user_153,2024-12-28,iOS,US,12M,English,Spanish,Career,2025-02-01,24,Retained
user_153,2024-12-28,iOS,US,12M,English,Spanish,Career,2025-02-02,30,Retained
user_153,2024-12-28,iOS,US,12M,English,Spanish,Career,2025-01-20,50,Retained
user_153,2024-12-28,iOS,US,12M,English,Spanish,Career,2025-01-26,51,Retained
user_153,2024-12-28,iOS,US,12M,English,Spanish,Career,2025-02-17,35,New
user_153,2024-12-28,iOS,US,12M,English,Spanish,Career,2025-02-01,38,Retained
user_153,2024-12-28,iOS,US,12M,English,Spanish,Career,2025-01-05,31,Retained
user_153,2024-12-28,iOS,US,12M,English,Spanish,Career,2025-02-05,54,Retained
user_154,2025-02-03,iOS,Germany,3M,English,French,Travel,2025-03-27,48,Retained
user_154,2025-02-03,iOS,Germany,3M,English,French,Travel,2025-03-11,38,Retained
user_154,2025-02-03,iOS,Germany,3M,English,French,Travel,2025-02-07,27,New
user_154,2025-02-03,iOS,Germany,3M,English,French,Travel,2025-02-11,13,Retained
user_154,2025-02-03,iOS,Germany,3M,English,French,Travel,2025-02-23,58,New
user_154,2025-02-03,iOS,Germany,3M,English,French,Travel,2025-03-16,54,Retained
user_154,2025-02-03,iOS,Germany,3M,English,French,Travel,2025-02-07,40,New
user_154,2025-02-03,iOS,Germany,3M,English,French,Travel,2025-03-03,45,Retained
user_154,2025-02-03,iOS,Germany,3M,English,French,Travel,2025-03-04,42,Retained
user_155,2025-04-13,iOS,Brazil,6M,Hindi,Japanese,Education,2025-06-01,60,New
user_155,2025-04-13,iOS,Brazil,6M,Hindi,Japanese,Education,2025-04-21,8,Retained
user_155,2025-04-13,iOS,Brazil,6M,Hindi,Japanese,Education,2025-05-10,58,Retained
user_155,2025-04-13,iOS,Brazil,6M,Hindi,Japanese,Education,2025-05-15,12,New
user_155,2025-04-13,iOS,Brazil,6M,Hindi,Japanese,Education,2025-06-10,38,Retained
user_156,2025-01-07,Android,Germany,6M,Portuguese,Spanish,Career,2025-01-26,50,Retained
user_156,2025-01-07,Android,Germany,6M,Portuguese,Spanish,Career,2025-01-17,19,Retained
user_156,2025-01-07,Android,Germany,6M,Portuguese,Spanish,Career,2025-01-17,27,New
